student_id,gender,ssc_percentage,hsc_percentage,degree_percentage,cgpa,entrance_exam_score,technical_skill_score,soft_skill_score,internship_count,live_projects,work_experience_months,certifications,attendance_percentage,backlogs,extracurricular_activities,placement_status,salary_package_lpa
1076,Male,51,56,68,7.73,65,96,51,5,1,16,1,85,4,Yes,0,0.0
1077,Male,58,83,64,7.39,40,92,96,4,1,21,5,63,2,Yes,1,8.09
1078,Male,61,52,81,6.83,95,56,96,1,0,3,0,80,3,Yes,1,14.77
1079,Female,91,94,80,5.96,55,60,97,2,3,1,0,78,3,Yes,0,0.0
1080,Female,56,95,68,8.3,53,97,50,2,1,16,0,83,5,No,0,0.0
1081,Female,94,78,52,8.87,60,70,69,3,5,1,5,61,3,Yes,0,0.0
1082,Male,50,80,51,8.07,79,97,89,0,1,3,5,60,0,Yes,1,7.55
1083,Female,52,63,92,7.34,58,53,90,2,1,7,5,80,1,Yes,1,6.19
1084,Male,86,53,95,5.9,63,83,65,1,3,5,0,81,4,No,0,0.0
1085,Female,58,63,79,7.79,53,96,41,3,2,22,4,97,2,Yes,1,11.31
1086,Male,78,54,69,8.74,69,96,78,1,2,15,2,60,4,No,0,0.0
1087,Male,66,94,91,7.22,82,42,60,2,4,8,3,93,0,Yes,0,0.0
1088,Male,73,90,55,7.27,73,83,58,2,2,18,4,90,3,No,0,0.0
1089,Female,62,90,51,9.51,84,95,42,5,2,17,3,87,4,Yes,0,0.0
1090,Female,92,55,51,8.65,59,63,82,2,2,23,1,70,1,No,1,5.08
1091,Female,74,92,84,9.64,94,41,86,3,5,11,3,76,5,Yes,0,0.0
1092,Female,71,58,80,7.9,62,98,79,4,4,13,0,60,5,Yes,0,0.0
1093,Male,73,72,76,5.8,92,61,85,1,3,17,0,69,3,Yes,1,6.4
1094,Female,63,81,64,6.88,51,73,94,5,0,10,5,65,0,Yes,1,3.75
1095,Female,74,57,86,6.03,76,68,85,3,4,9,5,66,1,Yes,1,11.33
1096,Female,88,65,86,9.61,73,97,75,5,2,11,4,95,2,Yes,1,9.5
1097,Female,90,71,59,6.71,62,43,78,5,3,10,0,64,3,Yes,0,0.0
1098,Female,70,68,93,7.96,99,91,48,3,3,17,0,90,5,No,0,0.0
1099,Male,73,87,64,5.96,57,44,75,1,5,12,1,84,0,No,0,0.0
1100,Female,64,58,85,8.73,82,70,71,1,5,11,4,86,2,Yes,1,12.57
1101,Male,76,86,64,6.39,57,80,95,4,3,6,1,75,4,Yes,0,0.0
1102,Male,64,59,74,5.95,45,71,86,0,0,2,2,78,2,No,0,0.0
1103,Female,56,81,64,9.09,57,92,65,3,3,21,5,94,3,Yes,0,0.0
1104,Male,75,63,82,9.22,42,42,71,5,3,0,2,66,1,Yes,1,4.55
1105,Female,66,79,80,7.46,63,56,69,0,4,24,2,63,0,No,1,11.63
1106,Female,64,65,79,9.69,45,67,72,2,3,23,3,98,2,No,1,12.63
1107,Male,52,82,83,6.81,87,91,43,1,5,17,5,68,0,Yes,1,11.89
1108,Male,95,69,74,7.35,43,43,67,1,5,19,0,96,2,No,0,0.0
1109,Male,52,85,79,8.99,97,55,52,1,5,23,5,69,5,Yes,0,0.0
1110,Female,66,74,63,8.07,48,61,79,5,1,23,2,67,2,No,1,3.86
1111,Female,59,54,88,8.4,52,42,97,3,4,14,5,93,1,Yes,1,9.17
1112,Male,79,62,92,6.09,74,85,81,2,0,18,4,70,4,Yes,0,0.0
1113,Male,57,82,79,8.86,45,53,45,0,5,8,1,82,3,Yes,0,0.0
1114,Male,53,61,91,7.98,55,59,77,2,1,24,5,62,0,Yes,1,13.05
1115,Male,92,76,93,7.54,86,69,95,1,2,22,5,84,0,No,0,0.0
1116,Male,58,75,74,8.83,85,42,76,3,2,18,2,86,3,Yes,0,0.0
1117,Male,62,76,90,6.98,47,73,63,5,2,13,1,67,0,Yes,1,10.14
1118,Male,82,92,78,7.78,87,76,58,3,4,0,4,80,2,No,1,14.89
1119,Female,94,52,57,6.6,67,67,80,2,5,17,3,88,0,No,1,5.86
1120,Male,94,64,68,7.53,53,48,54,0,5,10,3,67,2,No,0,0.0
1121,Male,81,63,87,6.01,69,75,85,3,2,2,5,77,1,No,1,8.93
1122,Female,59,58,78,9.74,64,95,73,3,1,9,5,64,3,No,0,0.0
1123,Male,95,89,74,7.41,77,85,98,0,0,1,4,79,4,Yes,0,0.0
1124,Male,51,54,73,6.38,41,96,96,1,2,15,1,69,1,Yes,1,12.99
1125,Male,89,61,53,9.7,75,93,45,1,0,16,4,62,1,Yes,1,7.53
1126,Male,83,86,51,8.28,84,99,77,0,1,6,5,73,2,No,1,4.04
1127,Male,75,63,53,7.74,81,44,93,3,4,15,4,97,1,Yes,1,11.04
1128,Male,90,52,90,7.91,41,66,89,2,3,15,0,91,4,Yes,0,0.0
1129,Male,78,71,94,6.57,53,81,99,4,4,9,0,77,3,Yes,0,0.0
1130,Male,84,67,92,9.69,86,92,67,0,0,5,5,70,1,No,0,0.0
1131,Female,82,69,63,7.63,75,95,74,1,3,1,1,97,4,Yes,0,0.0
1132,Male,58,83,61,8.7,99,51,42,1,4,12,2,81,0,No,0,0.0
1133,Female,70,88,75,6.06,89,95,73,0,3,19,1,66,3,No,0,0.0
1134,Female,92,56,87,8.52,51,79,47,1,2,23,5,73,4,Yes,0,0.0
1135,Female,68,95,65,7.83,86,62,42,2,1,20,5,75,5,No,0,0.0
1136,Female,82,66,63,6.68,61,89,83,4,4,17,0,85,4,Yes,0,0.0
1137,Female,63,72,92,9.49,91,71,70,2,3,13,1,93,4,Yes,0,0.0
1138,Male,51,95,80,6.62,93,97,79,5,5,4,4,61,1,Yes,1,11.97
1139,Male,68,51,71,8.35,40,55,61,0,3,5,5,66,0,No,1,3.84
1140,Male,81,74,59,7.18,46,85,62,4,0,5,2,78,4,Yes,0,0.0
1141,Female,76,81,73,6.49,58,82,74,2,5,20,1,85,0,No,1,12.69
1142,Male,88,66,77,7.49,42,46,48,4,2,20,4,87,1,No,0,0.0
1143,Male,77,51,72,7.34,93,92,68,4,4,13,1,64,2,No,1,4.08
1144,Male,70,86,87,9.03,80,79,94,0,1,19,5,95,4,Yes,0,0.0
1145,Male,90,82,54,6.15,61,86,99,1,1,15,1,65,0,Yes,1,7.56
1146,Female,52,95,86,5.83,97,42,42,2,2,18,0,73,5,Yes,0,0.0
1147,Male,79,54,67,7.22,41,89,98,1,0,22,1,92,1,Yes,1,5.93
1148,Female,51,88,79,9.05,81,97,59,4,2,9,3,79,3,Yes,1,14.71
1149,Female,77,69,82,7.23,54,59,67,1,2,6,2,70,4,Yes,0,0.0
1150,Male,95,70,88,9.32,52,69,93,4,3,5,2,91,4,No,0,0.0
1151,Male,59,63,80,8.01,97,82,52,3,1,18,5,70,5,Yes,1,13.68
1152,Female,63,57,79,6.59,86,86,92,4,2,12,0,87,5,Yes,0,0.0
1153,Male,65,89,87,5.77,50,75,95,2,2,6,5,76,0,Yes,1,6.89
1154,Female,60,72,64,9.62,63,71,95,5,3,6,2,65,2,No,1,7.99
1155,Female,72,51,51,9.39,56,49,92,1,3,0,2,94,0,No,0,0.0
1156,Male,86,68,77,7.37,54,87,85,0,0,10,1,75,5,Yes,0,0.0
1157,Female,64,71,68,7.85,90,46,68,3,3,21,0,65,5,Yes,0,0.0
1158,Male,86,53,52,6.06,68,55,76,4,1,8,5,69,3,Yes,0,0.0
1159,Female,86,95,82,5.58,48,82,97,4,3,12,5,72,4,No,0,0.0
1160,Male,79,92,83,9.62,70,96,40,2,1,2,0,69,1,No,1,12.65
1161,Male,69,54,95,7.23,57,49,61,0,0,12,2,74,2,Yes,0,0.0
1162,Male,58,87,53,5.81,67,47,41,4,0,5,0,65,4,Yes,0,0.0
1163,Female,74,55,80,6.52,61,86,92,4,1,18,1,99,3,No,0,0.0
1164,Male,85,57,54,8.77,97,89,46,3,1,13,2,88,4,No,0,0.0
1165,Female,92,57,55,7.83,78,74,61,3,2,16,2,71,2,Yes,1,9.57
1166,Female,73,84,70,7.23,40,62,45,2,5,23,4,68,2,Yes,0,0.0
1167,Female,82,87,89,6.37,62,88,72,1,0,21,5,82,3,No,0,0.0
1168,Male,79,60,58,6.55,96,82,95,1,5,10,0,76,4,Yes,0,0.0
1169,Female,68,65,68,9.69,47,89,63,0,5,14,1,74,5,No,0,0.0
1170,Male,72,57,59,6.61,75,46,70,1,0,22,5,83,0,Yes,0,0.0
1171,Male,89,85,50,5.88,60,93,50,4,3,6,1,63,3,No,0,0.0
1172,Male,56,70,90,6.71,71,89,57,4,5,16,0,84,1,No,1,5.56
1173,Male,88,78,87,8.61,86,56,93,4,5,4,3,84,3,No,0,0.0
1174,Female,56,63,90,7.43,53,93,83,2,2,9,2,97,3,No,0,0.0
1175,Female,66,71,88,6.6,53,97,71,5,5,11,4,69,5,No,0,0.0
1176,Female,62,91,52,7.14,79,81,85,3,5,8,3,97,1,Yes,1,8.87
1177,Female,67,82,71,9.64,67,94,83,1,5,13,2,69,2,Yes,1,11.31
1178,Male,59,95,92,6.57,95,55,89,1,4,0,0,91,3,Yes,0,0.0
1179,Female,89,71,80,9.24,99,78,81,4,3,1,1,91,4,No,0,0.0
1180,Female,70,67,92,6.22,62,50,54,2,1,15,0,85,3,No,0,0.0
1181,Female,79,80,67,6.1,55,85,84,2,4,17,2,97,1,Yes,1,9.65
1182,Male,89,81,91,9.5,92,87,63,4,3,20,1,63,4,Yes,0,0.0
1183,Male,86,74,88,5.51,84,85,73,1,0,6,3,78,3,No,0,0.0
1184,Male,90,52,75,8.27,69,74,88,3,5,6,1,95,4,Yes,0,0.0
1185,Male,62,85,78,8.74,55,49,54,3,5,9,1,75,0,Yes,0,0.0
1186,Female,85,76,71,6.77,43,92,97,0,4,0,5,90,3,No,0,0.0
1187,Female,90,51,51,7.31,62,49,54,3,4,0,0,85,0,Yes,0,0.0
1188,Male,61,53,77,8.14,64,64,60,5,3,4,3,80,5,No,1,12.57
1189,Male,89,78,54,9.21,96,63,94,0,0,9,5,73,2,Yes,0,0.0
1190,Female,89,55,52,6.19,73,98,65,4,1,22,3,71,0,No,1,5.04
1191,Female,95,61,67,9.49,42,97,52,3,2,8,2,70,4,Yes,0,0.0
1192,Male,57,81,57,9.65,52,71,84,1,2,7,1,97,0,Yes,1,5.52
1193,Female,58,94,71,6.33,40,99,46,4,1,19,4,88,5,No,0,0.0
1194,Male,51,80,71,6.01,47,85,54,0,2,3,2,64,1,No,0,0.0
1195,Male,60,92,59,6.27,91,72,57,1,5,22,4,94,0,Yes,0,0.0
1196,Male,82,59,95,9.08,70,45,66,0,4,24,5,89,1,Yes,1,3.39
1197,Female,64,71,55,8.52,81,60,50,0,0,5,2,83,3,No,0,0.0
1198,Male,69,54,88,7.35,79,50,65,1,2,14,3,64,2,Yes,1,10.82
1199,Female,54,65,83,6.82,75,78,64,4,5,7,5,80,3,No,0,0.0
1200,Male,92,88,68,7.57,94,54,59,2,3,19,2,67,5,Yes,0,0.0
1201,Female,59,94,64,9.27,54,53,91,3,3,19,5,77,0,Yes,1,11.42
1202,Male,76,86,94,6.02,91,85,90,2,0,8,5,86,3,Yes,0,0.0
1203,Female,65,59,67,6.56,51,53,55,0,0,22,2,74,1,No,0,0.0
1204,Male,82,57,66,7.41,60,82,64,3,3,24,5,73,4,No,0,0.0
1205,Male,77,74,69,6.24,50,60,64,1,3,10,0,93,4,Yes,1,13.29
1206,Male,86,59,89,8.46,84,90,40,0,0,20,2,98,0,No,1,4.3
1207,Female,77,68,55,6.17,98,98,77,4,0,10,2,78,3,No,0,0.0
1208,Male,95,92,71,6.24,72,90,67,0,2,11,5,70,5,No,0,0.0
1209,Female,76,69,81,9.35,40,75,75,3,2,12,4,70,3,No,0,0.0
1210,Female,92,89,61,9.58,41,61,44,5,4,24,1,93,0,No,1,10.23
1211,Male,51,56,66,5.53,92,83,85,3,5,12,2,60,0,Yes,1,5.47
1212,Male,76,69,66,7.69,52,61,69,5,5,12,5,90,1,No,1,4.75
1213,Female,78,62,68,8.73,62,67,55,0,3,19,1,66,3,Yes,0,0.0
1214,Male,88,50,85,5.81,48,90,67,2,0,8,5,87,3,Yes,0,0.0
1215,Female,81,67,69,8.39,83,87,58,5,4,8,4,70,5,Yes,0,0.0
1216,Male,84,70,81,7.78,75,72,55,4,5,17,1,70,2,No,0,0.0
1217,Female,62,75,83,7.39,43,97,57,5,1,7,1,66,3,Yes,0,0.0
1218,Male,88,52,69,9.64,55,54,50,0,1,20,0,70,0,No,0,0.0
1219,Female,71,64,55,5.78,81,82,74,2,2,3,4,85,1,Yes,1,8.45
1220,Male,54,56,51,6.65,40,64,41,0,3,16,0,79,4,No,0,0.0
1221,Female,64,81,85,5.6,85,86,77,4,0,9,1,80,3,No,0,0.0
1222,Female,60,53,72,8.04,86,64,85,4,4,0,0,61,4,No,0,0.0
1223,Male,92,70,60,7.97,58,41,95,3,0,8,4,84,0,Yes,1,8.9
1224,Male,58,82,75,7.7,69,60,62,0,2,23,1,84,4,No,0,0.0
1225,Female,92,62,66,6.76,84,56,95,4,4,15,3,70,1,Yes,1,7.18
1226,Female,52,95,53,7.15,68,48,91,2,0,13,4,82,4,No,0,0.0
1227,Male,75,86,64,8.37,97,92,98,0,4,5,5,92,4,No,0,0.0
1228,Female,54,62,94,5.95,95,68,81,5,3,17,4,73,4,Yes,1,3.1
1229,Male,86,91,80,7.61,76,78,61,3,5,8,0,80,2,No,0,0.0
1230,Female,83,64,73,9.42,87,56,40,0,2,23,0,73,1,No,1,9.28
1231,Female,67,55,95,7.29,57,98,75,0,2,10,5,91,4,Yes,0,0.0
1232,Female,51,60,60,8.06,85,96,83,5,2,2,3,84,3,Yes,0,0.0
1233,Male,53,72,73,8.39,92,64,99,3,0,21,1,97,4,Yes,0,0.0
1234,Male,83,78,63,8.37,45,74,65,2,0,9,4,73,5,Yes,0,0.0
1235,Female,59,80,86,5.79,45,72,80,5,4,14,2,66,2,Yes,1,8.11
1236,Female,58,93,54,5.91,70,88,55,5,3,5,2,87,2,Yes,1,12.02
1237,Female,79,72,81,9.13,78,50,68,2,5,5,5,64,4,Yes,0,0.0
1238,Male,87,55,61,8.01,45,74,59,0,5,18,3,70,0,Yes,1,12.87
1239,Male,87,84,64,6.73,74,49,45,4,0,10,1,63,0,Yes,0,0.0
1240,Male,85,66,69,6.62,93,57,53,2,4,0,2,95,3,No,0,0.0
1241,Female,59,93,87,5.87,68,80,91,3,4,12,0,74,3,Yes,0,0.0
1242,Female,57,77,72,9.55,90,63,69,5,2,3,2,71,5,No,0,0.0
1243,Male,66,62,58,9.61,45,48,92,3,4,14,0,86,0,No,1,3.8
1244,Female,61,82,66,6.33,80,84,97,3,3,13,4,62,4,No,1,5.84
1245,Male,80,72,51,6.01,56,64,75,0,2,3,1,87,1,Yes,0,0.0
1246,Female,81,83,89,7.61,87,67,86,4,0,17,4,79,5,No,0,0.0
1247,Male,79,75,95,9.01,42,76,82,1,3,12,2,95,5,No,0,0.0
1248,Male,67,59,79,7.97,60,72,48,1,3,19,3,74,2,No,0,0.0
1249,Male,70,83,53,6.26,55,79,97,3,0,2,5,81,2,Yes,1,6.51
1250,Female,69,92,92,5.95,70,97,88,3,4,15,2,87,5,Yes,0,0.0
1251,Male,93,61,76,7.44,48,40,47,0,2,18,3,79,1,Yes,0,0.0
1252,Female,65,71,68,6.16,61,51,42,0,4,4,3,97,4,Yes,0,0.0
1253,Male,63,69,55,7.97,76,65,72,2,5,12,3,72,3,No,0,0.0
1254,Female,84,76,76,5.57,69,89,42,5,3,20,0,72,0,No,0,0.0
1255,Female,50,64,68,7.95,78,53,49,2,1,11,1,77,4,Yes,0,0.0
1256,Female,59,65,85,7.98,67,94,67,3,1,19,1,65,3,No,0,0.0
1257,Female,65,77,92,6.76,52,59,92,3,2,11,0,99,3,Yes,0,0.0
1258,Male,94,54,69,5.68,73,49,58,2,5,16,3,76,2,No,1,7.58
1259,Female,81,55,68,6.27,49,98,91,3,5,0,3,64,4,No,0,0.0
1260,Female,82,80,70,9.08,59,83,65,0,5,14,5,62,1,No,1,4.01
1261,Female,59,63,89,8.49,52,85,59,2,5,4,4,94,1,No,1,9.31
1262,Male,94,55,61,5.88,61,90,47,1,4,13,5,85,4,Yes,1,5.8
1263,Female,91,71,51,6.47,78,40,41,0,5,8,2,99,2,No,1,11.65
1264,Male,77,93,69,6.61,91,87,52,3,4,13,1,76,3,Yes,0,0.0
1265,Female,63,57,53,6.02,95,66,57,2,3,20,5,83,1,Yes,0,0.0
1266,Male,65,66,68,7.86,40,66,78,3,0,8,3,94,2,Yes,0,0.0
1267,Female,54,70,87,7.74,73,40,68,5,3,9,2,90,1,Yes,0,0.0
1268,Male,82,71,82,5.93,89,76,87,3,0,16,4,64,1,Yes,1,8.04
1269,Female,59,64,95,8.73,63,77,59,2,3,9,0,72,0,No,1,4.98
1270,Male,93,94,87,8.08,40,66,90,1,1,11,1,81,0,Yes,1,5.32
1271,Male,60,86,68,9.74,89,79,89,4,0,15,1,88,3,Yes,0,0.0
1272,Female,65,64,95,8.06,75,74,64,5,5,14,0,95,5,No,0,0.0
1273,Male,95,90,57,7.39,43,69,49,4,0,3,4,75,0,Yes,1,10.73
1274,Male,82,72,78,5.56,67,51,52,4,2,24,3,90,1,No,0,0.0
1275,Female,51,84,54,8.34,63,49,66,4,0,5,3,92,5,No,0,0.0
1276,Male,69,50,91,5.69,67,98,68,5,4,18,3,92,3,No,0,0.0
1277,Male,54,86,70,7.23,80,47,72,5,2,10,4,88,2,Yes,1,4.58
1278,Male,71,89,53,9.58,92,52,92,3,5,24,3,69,4,No,0,0.0
1279,Female,64,57,59,8.01,85,76,54,3,4,6,3,87,4,Yes,0,0.0
1280,Female,75,60,80,9.47,91,93,43,1,3,11,1,70,1,Yes,0,0.0
1281,Female,80,84,73,6.19,53,93,74,2,3,17,4,67,3,Yes,0,0.0
1282,Female,89,58,58,7.08,52,77,97,2,4,2,5,93,5,No,0,0.0
1283,Male,62,88,93,7.9,51,88,84,5,4,8,2,84,5,No,0,0.0
1284,Female,79,90,88,7.39,76,47,64,0,1,6,5,87,3,Yes,0,0.0
1285,Male,87,51,79,6.19,48,52,57,1,4,21,3,83,1,No,0,0.0
1286,Male,69,76,50,8.5,90,50,65,3,4,13,3,97,5,Yes,0,0.0
1287,Male,78,72,70,9.11,73,71,40,4,4,23,2,61,3,No,1,5.17
1288,Female,51,70,53,5.77,52,60,58,0,5,3,0,76,1,Yes,0,0.0
1289,Female,95,93,91,7.67,60,54,87,1,1,22,3,89,0,Yes,1,9.52
1290,Male,88,65,70,7.05,74,48,48,1,3,11,2,75,0,No,0,0.0
1291,Male,65,75,61,9.31,47,41,49,4,0,22,3,96,4,Yes,0,0.0
1292,Female,90,59,54,8.14,85,83,63,2,2,17,2,61,1,Yes,1,10.49
1293,Male,66,90,81,6.12,48,83,51,4,4,12,3,80,4,No,0,0.0
1294,Female,93,73,79,9.79,94,73,91,3,4,5,0,80,5,No,0,0.0
1295,Female,54,93,83,8.35,60,40,52,1,2,21,4,94,2,Yes,0,0.0
1296,Male,58,61,57,6.46,82,63,77,4,4,12,4,97,3,No,0,0.0
1297,Male,91,85,80,9.78,89,55,55,1,1,1,5,67,3,Yes,0,0.0
1298,Female,68,70,85,8.73,79,83,91,2,1,14,4,87,2,Yes,1,6.34
1299,Female,58,90,81,7.14,91,78,56,0,5,19,3,83,5,No,0,0.0
1300,Male,53,84,65,7.2,91,96,57,2,2,18,2,88,5,Yes,1,10.58
1301,Female,82,75,70,7.55,77,77,54,5,5,3,5,60,3,No,0,0.0
1302,Male,69,74,68,6.02,46,62,47,4,5,3,3,71,0,Yes,0,0.0
1303,Female,69,82,82,5.61,62,71,56,5,3,16,2,91,5,No,0,0.0
1304,Male,55,84,87,8.06,79,42,82,2,2,9,1,93,3,Yes,0,0.0
1305,Male,74,55,90,9.34,53,65,80,3,1,9,2,72,0,No,1,7.67
1306,Female,51,63,92,5.75,90,40,66,4,5,0,4,84,3,Yes,1,9.08
1307,Male,56,72,80,8.66,71,89,70,1,0,23,1,73,0,Yes,1,10.51
1308,Male,61,73,78,5.53,77,95,90,3,0,1,5,63,2,Yes,0,0.0
1309,Female,75,64,80,9.23,81,78,42,3,1,11,1,78,3,No,1,6.94
1310,Female,88,63,65,7.89,84,87,88,2,5,4,1,62,3,No,0,0.0
1311,Male,63,77,93,9.68,93,62,71,5,4,20,5,68,4,No,0,0.0
1312,Male,58,68,76,5.9,76,95,52,5,5,5,0,88,5,No,1,5.93
1313,Male,61,58,79,9.19,97,73,51,4,3,17,3,69,0,Yes,1,10.58
1314,Female,82,95,63,7.6,51,78,92,5,0,0,1,94,2,No,1,9.35
1315,Female,82,73,70,5.88,91,60,70,3,0,18,5,76,4,No,0,0.0
1316,Female,50,75,68,7.76,80,44,47,1,1,13,1,94,1,No,0,0.0
1317,Female,87,84,91,7.57,53,76,78,0,1,23,3,86,1,No,1,8.42
1318,Female,92,66,60,7.71,78,50,73,5,2,21,5,90,4,Yes,0,0.0
1319,Male,67,88,76,6.75,44,86,40,4,1,8,3,61,3,Yes,0,0.0
1320,Female,80,84,51,7.67,51,86,65,1,3,0,0,61,5,Yes,0,0.0
1321,Male,71,74,54,5.58,98,79,71,0,3,15,2,75,4,No,0,0.0
1322,Female,86,50,82,6.88,92,88,64,1,4,11,2,63,5,Yes,0,0.0
1323,Female,73,54,51,7.96,69,99,54,0,2,14,4,81,5,Yes,1,14.77
1324,Female,67,64,53,6.9,71,70,61,3,3,15,0,94,4,No,0,0.0
1325,Female,88,71,63,8.45,91,90,62,5,1,1,5,67,2,No,1,5.35
1326,Male,84,50,79,6.74,42,80,64,3,5,8,2,65,4,No,1,11.38
1327,Male,60,71,90,7.36,77,57,58,3,3,12,5,93,1,No,1,10.89
1328,Female,59,83,91,6.98,62,59,51,3,0,11,5,95,1,No,0,0.0
1329,Male,79,59,72,7.05,68,60,94,0,1,11,1,98,5,Yes,0,0.0
1330,Male,73,69,88,7.58,89,71,62,5,2,21,4,62,1,No,0,0.0
1331,Male,89,74,85,6.05,45,99,51,2,4,4,5,95,4,No,0,0.0
1332,Female,70,86,54,8.09,70,97,66,5,2,5,0,95,2,No,1,4.4
1333,Male,65,81,64,8.59,91,82,98,3,5,19,2,63,3,No,0,0.0
1334,Male,86,71,56,8.64,67,64,68,0,0,11,0,78,5,No,0,0.0
1335,Male,72,90,90,7.19,76,46,78,4,0,3,5,86,4,No,0,0.0
1336,Male,74,52,71,9.17,65,95,79,3,5,23,0,90,4,Yes,1,11.78
1337,Female,92,89,73,7.5,89,69,89,4,4,5,0,66,0,No,1,4.25
1338,Female,63,63,81,9.51,43,86,41,2,2,3,0,68,1,No,1,14.33
1339,Male,84,84,92,7.07,94,67,55,3,2,16,5,94,2,Yes,1,12.05
1340,Male,90,56,60,7.47,45,72,89,5,3,1,2,76,2,No,0,0.0
1341,Male,88,67,86,5.7,59,88,95,0,5,15,3,61,3,Yes,0,0.0
1342,Female,57,51,86,6.69,47,84,59,4,3,6,0,85,3,No,0,0.0
1343,Female,65,59,78,6.27,91,76,69,0,3,7,5,85,2,Yes,1,14.67
1344,Male,53,51,92,8.24,51,45,74,0,0,14,2,74,5,No,1,8.57
1345,Male,79,63,70,5.56,53,43,84,5,5,12,2,66,0,Yes,0,0.0
1346,Female,72,91,73,6.1,84,54,73,0,5,24,2,69,1,No,0,0.0
1347,Male,55,64,51,5.91,69,82,82,5,0,20,2,84,4,No,0,0.0
1348,Female,68,50,76,6.11,76,61,86,5,4,11,1,94,0,No,1,9.64
1349,Female,61,62,76,8.82,80,93,51,1,5,2,5,83,1,Yes,1,5.67
1350,Female,50,61,63,6.22,96,71,66,0,1,10,3,87,2,Yes,0,0.0
1351,Male,81,51,69,6.1,75,67,46,2,1,17,4,94,2,No,0,0.0
1352,Female,94,63,72,8.27,53,65,95,3,1,17,3,66,3,No,0,0.0
1353,Male,81,51,90,7.59,53,58,90,2,0,17,3,81,2,No,1,13.44
1354,Male,87,58,62,7.58,70,70,98,5,5,13,2,82,2,Yes,1,13.7
1355,Male,79,73,61,7.51,72,68,98,2,1,10,5,80,0,No,1,11.98
1356,Female,65,71,86,7.2,64,74,72,2,3,0,5,75,0,No,1,14.16
1357,Female,54,53,81,5.86,56,90,83,5,4,2,0,77,5,Yes,0,0.0
1358,Male,50,75,85,8.19,59,50,86,2,0,8,1,86,0,No,1,10.72
1359,Female,54,78,56,9.25,81,53,41,0,3,22,2,75,4,Yes,0,0.0
1360,Male,67,52,62,6.06,74,55,43,2,3,10,3,93,0,Yes,0,0.0
1361,Female,64,70,82,5.89,86,98,92,4,0,17,5,97,5,No,0,0.0
1362,Female,56,55,82,8.69,49,75,57,2,5,16,5,66,4,Yes,0,0.0
1363,Female,87,64,81,5.6,61,55,48,3,3,20,2,85,4,No,0,0.0
1364,Female,59,61,73,8.23,72,69,53,3,5,13,4,95,4,No,0,0.0
1365,Female,52,85,92,7.67,71,75,50,5,0,5,4,85,4,No,0,0.0
1366,Male,67,52,92,6.74,74,60,50,4,4,7,2,88,5,Yes,0,0.0
1367,Female,55,57,81,8.93,97,40,99,3,5,8,2,79,0,Yes,1,11.83
1368,Male,73,83,61,8.79,48,80,66,4,1,2,3,77,0,Yes,1,13.1
1369,Male,85,89,69,6.11,92,96,88,2,5,20,5,74,0,Yes,1,14.58
1370,Female,63,50,65,5.62,44,93,65,5,3,22,0,66,0,Yes,1,14.3
1371,Male,65,75,92,8.82,87,68,91,4,0,2,4,93,4,No,0,0.0
1372,Male,59,92,85,6.56,98,63,62,2,2,3,3,81,4,Yes,0,0.0
1373,Female,62,91,82,8.79,67,52,56,1,0,16,1,72,1,No,0,0.0
1374,Female,56,66,57,5.95,52,82,80,0,3,8,3,90,5,Yes,0,0.0
1375,Female,88,60,95,6.82,84,48,40,1,2,18,0,99,0,Yes,0,0.0
1376,Female,78,84,93,6.01,60,90,68,5,3,5,2,98,5,Yes,0,0.0
1377,Female,55,57,73,5.89,74,45,98,1,3,20,3,97,5,No,0,0.0
1378,Female,56,51,87,6.62,43,41,92,2,1,17,1,73,4,No,0,0.0
1379,Male,93,60,80,7.63,41,82,91,3,2,0,5,86,4,Yes,0,0.0
1380,Female,55,86,53,8.63,47,49,56,5,4,9,1,95,2,No,0,0.0
1381,Female,67,71,58,6.14,69,66,93,4,3,18,1,74,0,No,1,14.02
1382,Female,84,95,53,5.94,81,44,67,3,2,19,2,80,2,No,0,0.0
1383,Male,73,71,87,6.88,79,92,52,4,0,20,3,97,1,No,1,13.39
1384,Male,73,87,95,8.34,65,82,51,5,5,18,3,89,5,No,0,0.0
1385,Male,68,80,93,6.06,40,57,75,1,0,24,3,83,0,No,0,0.0
1386,Male,86,77,54,7.2,69,63,83,1,5,3,2,94,1,Yes,1,14.18
1387,Male,72,90,92,6.64,89,50,43,4,0,21,4,82,0,Yes,0,0.0
1388,Female,72,67,82,5.73,84,95,89,1,1,1,3,76,4,Yes,0,0.0
1389,Male,66,70,61,6.5,46,74,89,0,2,5,2,96,2,Yes,1,13.05
1390,Female,56,60,83,6.65,69,72,78,4,0,19,5,86,2,Yes,1,3.66
1391,Male,89,93,66,9.2,59,43,80,0,1,3,2,74,1,Yes,0,0.0
1392,Female,85,86,58,8.37,80,76,40,1,4,4,1,75,5,No,0,0.0
1393,Female,88,94,66,6.37,42,95,82,1,2,22,1,93,3,No,0,0.0
1394,Male,84,67,91,7.56,97,57,65,0,5,3,3,60,4,Yes,1,7.3
1395,Male,55,84,78,9.35,87,79,93,5,0,20,4,88,5,Yes,0,0.0
1396,Male,52,93,82,9.27,98,49,47,4,0,19,4,74,1,No,1,4.86
1397,Female,71,94,89,6.16,47,50,91,3,2,4,2,78,1,No,1,13.2
